id,date,market,commodity,price
647,2022-08-18,Kansanga,BEANS,1300
648,2022-02-23,Bwaise,Maize,4954
649,2021-12-27,Mukono,Maize,3572
650,2020-11-19,Kansanga,Beans,3990
651,2022-05-25,,BEANS,2757
652,2020-07-27,Kansanga,BEANS,4462
653,2020-12-18,Kansanga,MAIZE,1475
654,2021-12-17,Bwaise,Maize,3781
655,2021-09-20,Mukono,MAIZE,543
656,2021-04-27,,BEANS,2655
657,2020-02-08,Kansanga,BEANS,4768
658,2020-02-28,Bwaise,BEANS,2152
659,2021-06-14,Nakasero,MAIZE,-2000
660,2020-08-25,,MAIZE,3446
661,2020-14-50,Bwaise,Maize,3772
662,2021-08-23,Bwaise,Maize,1062
663,2022-01-13,,Beans,2765
664,2021-04-10,Kansanga,Maize,3835
665,2021-05-30,Nakasero,Beans,4704
666,2022-04-12,,Beans,3589
667,2022-02-14,Nakasero,BEANS,724
668,2021-01-26,Bwaise,MAIZE,3878
669,2020-01-10,Nakasero,MAIZE,3768
670,2020-03-18,,MAIZE,3396
671,2020-07-06,Bwaise,BEANS,2423
672,2020-07-30,Bwaise,MAIZE,3416
673,2022-07-31,Mukono,BEANS,4935
674,2021-01-15,,Beans,2750
675,2022-07-26,,Beans,1550
676,2021-05-04,,Maize,3725
677,2021-04-13,Mukono,BEANS,568
677,2021-08-17,Mukono,Beans,2627
679,2020-10-02,Kansanga,Beans,4585
680,2022-02-09,Nakasero,Beans,2790
681,2021-08-12,Bwaise,Maize,2431
682,2020-07-19,Bwaise,MAIZE,579
683,2022-07-03,,Beans,2957
684,2020-02-18,Kansanga,Maize,991
685,2022-05-09,Mukono,BEANS,2628
686,2022-08-12,Nakasero,Beans,-2000
687,2022-09-13,,MAIZE,4910
688,2020-12-29,Nakasero,BEANS,4161
689,2020-10-20,Kansanga,MAIZE,3263
690,2021-02-18,Mukono,Maize,2369
691,2021-12-28,Nakasero,BEANS,4144
692,2022-02-04,,BEANS,2006
693,2020-08-28,Nakasero,Maize,3752
694,2022-06-18,Kansanga,Maize,-2000
695,2020-03-26,Mukono,Beans,1190
696,2020-11-12,Bwaise,MAIZE,4130
697,2022-05-08,Bwaise,Maize,-2000
698,2022-06-03,Kansanga,BEANS,4928
699,2020-05-18,,MAIZE,4240
700,2021-07-31,Kansanga,Beans,4445
701,2021-03-28,Nakasero,Beans,1775
702,2020-14-50,Bwaise,Beans,4883
702,2022-08-27,Kansanga,Beans,-2000
704,2020-08-24,Mukono,Beans,4080
705,2022-01-24,Kansanga,BEANS,1148
706,2022-02-21,,Beans,4857
707,2022-05-23,Mukono,MAIZE,1404
708,2020-10-05,,BEANS,658
709,2020-01-23,Bwaise,Maize,1524
710,2020-08-26,Mukono,MAIZE,-2000
711,2022-03-15,Kansanga,Beans,759
712,2022-09-01,Bwaise,Maize,3714
713,2020-07-15,Nakasero,BEANS,1499
714,2021-01-29,Kansanga,MAIZE,774
715,2020-04-06,,MAIZE,3056
716,2022-01-15,Mukono,Maize,2947
717,2022-06-03,Bwaise,Maize,4056
718,2020-10-09,,Maize,2491
718,2022-03-13,Kansanga,MAIZE,1233
720,2021-12-03,,Beans,991
721,2021-12-19,,Maize,2406
722,2021-10-22,Nakasero,BEANS,674
723,2020-05-17,Nakasero,Maize,4084
724,2021-05-16,Bwaise,MAIZE,3151
725,2022-05-01,,MAIZE,1769
726,2021-07-08,Nakasero,BEANS,-2000
727,2020-07-08,Mukono,Beans,2456
728,2022-09-17,,BEANS,4575
729,2020-10-16,Nakasero,BEANS,1404
730,2020-02-14,Bwaise,MAIZE,2155
731,2020-02-02,,BEANS,4807
732,2020-02-20,Nakasero,MAIZE,1080
732,2021-11-02,Kansanga,Maize,997
734,2022-06-30,Kansanga,Beans,977
735,2020-02-11,Mukono,Beans,2268
736,2022-01-12,Bwaise,BEANS,4810
737,2022-08-28,Bwaise,BEANS,3432
738,2021-03-13,Mukono,MAIZE,3789
739,2021-06-30,,BEANS,3081
740,2022-05-15,Nakasero,BEANS,4027
741,2020-09-03,,MAIZE,2581
742,2022-09-09,Kansanga,Maize,2830
743,2022-06-30,Nakasero,Maize,2317
744,2022-03-01,Nakasero,MAIZE,4271
745,2021-01-10,,MAIZE,2960
746,2022-07-28,Bwaise,Maize,4452
747,2021-12-07,,Maize,2960
748,2021-01-25,Mukono,Maize,3239
749,2021-03-02,Mukono,MAIZE,593
750,2020-02-25,Nakasero,Maize,1725
751,2020-06-05,Mukono,BEANS,4634
752,2022-03-16,Kansanga,MAIZE,1176
753,2021-07-15,Kansanga,Beans,4610
754,2022-02-19,Bwaise,BEANS,4496
755,2021-07-28,,MAIZE,2681
756,2022-08-04,,Maize,3888
757,2020-11-24,Nakasero,Maize,1886
758,2022-04-02,Kansanga,MAIZE,2412
759,2022-02-14,Mukono,Maize,2491
760,2022-06-08,Nakasero,Maize,1411
761,2020-12-05,Bwaise,MAIZE,4786
762,2021-09-29,Bwaise,Maize,4815
763,2020-10-17,Bwaise,Beans,568
764,2021-11-09,Nakasero,Maize,-2000
765,2020-08-24,Kansanga,Maize,4470
766,2020-07-09,Bwaise,BEANS,676
767,2020-11-08,Nakasero,BEANS,1786
767,2020-12-29,Nakasero,MAIZE,4606
769,2020-09-20,Kansanga,Maize,2795
770,2021-02-06,Bwaise,Maize,4765
771,2021-10-02,Bwaise,BEANS,1751
772,2021-09-11,Nakasero,BEANS,2193
773,2021-12-01,Bwaise,MAIZE,4791
774,2022-07-19,Bwaise,MAIZE,4866
775,2020-11-21,Bwaise,Maize,3891
776,2022-02-02,Nakasero,MAIZE,1374
777,2021-09-18,,Beans,2391
778,2020-01-27,Nakasero,Maize,4404
779,2021-04-25,Nakasero,MAIZE,4525
780,2020-08-19,Mukono,BEANS,622
781,2020-08-15,Bwaise,MAIZE,4098
782,2020-11-28,Kansanga,MAIZE,842
783,2022-01-07,Nakasero,BEANS,4892
784,2022-03-16,Mukono,Maize,847
785,2021-07-04,Kansanga,Maize,4728
786,2020-07-13,Nakasero,BEANS,2994
787,2020-06-19,Kansanga,Beans,946
788,2021-04-19,Kansanga,Maize,1427
789,2022-07-04,,MAIZE,3149
790,2021-08-27,Bwaise,BEANS,3154
791,2022-03-26,Bwaise,Maize,4181
792,2021-12-25,Kansanga,MAIZE,3617
793,2020-12-09,,MAIZE,1684
794,2021-03-05,Nakasero,Beans,4155
795,2022-07-09,Bwaise,MAIZE,-2000
796,2020-14-50,Kansanga,BEANS,547
797,2020-08-10,,BEANS,4119
798,2020-09-07,,Beans,2200
799,2021-10-30,Nakasero,Maize,765
800,2020-11-01,Nakasero,Maize,-2000
801,2021-11-19,Nakasero,MAIZE,3450
802,2020-11-02,Nakasero,Beans,1054
803,2020-03-07,Nakasero,BEANS,2748
804,2020-08-02,Bwaise,Maize,4833
805,2021-12-06,,Beans,3092
806,2021-09-30,Nakasero,MAIZE,4566
807,2021-05-19,Bwaise,MAIZE,2085
807,2021-10-02,Mukono,MAIZE,3896
809,2021-07-27,Bwaise,Maize,2807
810,2020-11-03,,Beans,1432
811,2022-01-11,,Maize,2089
812,2021-11-19,Kansanga,BEANS,1612
813,2022-07-02,,Beans,3891
814,2021-06-17,Nakasero,Beans,653
815,2022-03-29,Nakasero,Maize,2797
816,2021-01-19,,MAIZE,3691
817,2022-03-12,Nakasero,Beans,2724
818,2020-08-31,Nakasero,BEANS,2979
819,2020-04-24,Nakasero,Maize,1258
820,2021-05-09,,MAIZE,4460
821,2022-03-05,Nakasero,MAIZE,1304
822,2021-11-23,Bwaise,MAIZE,4263
823,2020-04-28,Mukono,Beans,1213
824,2020-04-15,,Beans,-2000
825,2020-08-02,Nakasero,MAIZE,2766
826,2021-11-18,Mukono,Beans,2741
827,2021-07-27,,Maize,3369
828,2022-08-23,Nakasero,MAIZE,3050
829,2021-03-30,Mukono,MAIZE,-2000
830,2021-01-27,Mukono,Maize,1966
831,2021-10-06,Kansanga,Beans,2123
832,2021-06-30,Mukono,BEANS,1261
833,2021-04-24,Mukono,BEANS,4312
834,2020-05-27,,Beans,3711
835,2020-12-04,Nakasero,BEANS,1035
836,2021-04-17,Bwaise,Beans,1543
837,2022-01-01,Mukono,Beans,1081
838,2021-02-14,,BEANS,2496
839,2021-01-28,Mukono,Beans,4031
840,2022-03-17,Nakasero,MAIZE,1138
841,2022-05-06,Kansanga,Maize,4292
842,2021-03-31,Bwaise,Beans,1070
843,2021-09-02,Kansanga,Beans,1003
844,2022-06-27,,Maize,1722
845,2021-09-22,,BEANS,3093
846,2021-11-26,Nakasero,BEANS,3320
847,2021-09-18,,BEANS,2909
848,2022-09-18,Mukono,Maize,3442
849,2020-02-01,Bwaise,BEANS,3729
850,2021-02-19,Kansanga,BEANS,1920
851,2021-01-28,Nakasero,BEANS,1528
852,2020-01-17,Bwaise,BEANS,1612
853,2021-03-01,Kansanga,BEANS,4222
854,2021-04-05,Kansanga,Beans,3979
855,2022-05-17,Bwaise,Beans,4974
856,2020-02-08,,BEANS,1427
857,2020-03-22,Bwaise,Beans,1140
858,2020-09-08,Kansanga,Maize,4917
859,2020-02-24,Nakasero,Maize,4699
860,2020-12-05,Kansanga,Beans,2913
861,2022-08-03,,Beans,2633
862,2020-06-22,,Maize,2890
863,2020-10-20,Kansanga,Maize,1129
864,2020-05-15,,Beans,2604
864,2020-06-27,,MAIZE,3529
866,2021-12-18,Bwaise,BEANS,4820
867,2020-03-27,Bwaise,MAIZE,3882
868,2021-03-26,Bwaise,MAIZE,3326
869,2022-04-19,Mukono,Maize,3766
870,2022-08-29,,MAIZE,3695
871,2022-06-10,Kansanga,Maize,4176
872,2021-06-26,Mukono,Maize,3398
873,2022-07-29,Nakasero,Beans,1305
874,2021-04-17,Bwaise,MAIZE,1973
875,2020-14-50,Mukono,Maize,-2000
876,2021-04-01,Nakasero,MAIZE,2563
877,2020-04-04,Mukono,MAIZE,1497
878,2022-05-26,,MAIZE,2013
879,2020-09-16,Nakasero,BEANS,1120
880,2020-10-10,Kansanga,Beans,1106
881,2021-02-01,Nakasero,Maize,2668
882,2022-08-08,Bwaise,BEANS,4530
883,2021-03-17,Bwaise,Maize,2621
884,2021-08-08,Nakasero,BEANS,-2000
885,2020-01-01,Mukono,BEANS,3201
886,2021-06-11,Kansanga,BEANS,1074
887,2020-14-50,Kansanga,Maize,3440
888,2020-02-26,Mukono,Beans,3285
889,2022-02-23,Nakasero,MAIZE,822
890,2020-11-02,Kansanga,Maize,3443
891,2021-03-24,Bwaise,MAIZE,-2000
892,2020-09-01,Kansanga,BEANS,4928
893,2022-09-15,Kansanga,Maize,-2000
894,2020-02-13,Kansanga,Maize,4785
895,2022-06-14,,MAIZE,2408
896,2020-05-24,Kansanga,Maize,875
897,2020-01-15,Bwaise,Maize,1297
898,2021-08-28,Mukono,Maize,2306
899,2020-12-11,Kansanga,Beans,4971
900,2022-03-23,Bwaise,Maize,3248
901,2022-02-14,Kansanga,MAIZE,1851
902,2020-02-11,Bwaise,Maize,3581
903,2020-14-50,Kansanga,Maize,-2000
904,2021-10-29,,Beans,4399
905,2021-10-17,Nakasero,BEANS,1929
906,2020-07-03,Kansanga,Maize,2967
907,2020-14-50,Bwaise,MAIZE,4843
908,2022-06-02,,MAIZE,2204
909,2022-03-26,Bwaise,BEANS,1808
910,2021-10-22,Nakasero,Beans,2559
911,2022-02-15,Kansanga,Maize,929
912,2022-03-15,Mukono,BEANS,1080
913,2021-08-29,,Beans,3168
914,2020-08-21,Mukono,MAIZE,2138
915,2021-04-27,,BEANS,4070
916,2021-04-10,Bwaise,BEANS,4249
917,2022-09-25,Nakasero,MAIZE,762
918,2020-05-19,Mukono,BEANS,1902
919,2020-10-29,,MAIZE,1892
920,2020-08-23,Mukono,BEANS,4507
921,2021-04-29,Kansanga,Beans,-2000
922,2020-09-10,Nakasero,BEANS,1720
923,2021-03-03,Mukono,Maize,4630
924,2021-05-05,Mukono,BEANS,1180
925,2020-14-50,Kansanga,MAIZE,2923
926,2020-01-17,Kansanga,Beans,4262
927,2020-01-25,Kansanga,BEANS,3820
928,2021-10-03,Kansanga,Maize,1079
929,2021-06-27,Mukono,Beans,2710
930,2021-08-12,Bwaise,Maize,3250
931,2022-08-26,Nakasero,Maize,3494
932,2021-01-10,Bwaise,Maize,2177
933,2021-07-06,Mukono,BEANS,2218
934,2020-11-24,Nakasero,Beans,3964
935,2020-12-19,Kansanga,BEANS,1505
936,2022-04-25,,Beans,3515
937,2022-04-08,Mukono,MAIZE,4250
938,2020-07-02,Nakasero,Maize,2760
939,2020-06-03,Bwaise,Maize,4935
940,2021-03-06,Kansanga,Maize,1015
941,2022-05-04,,Beans,3308
942,2021-05-12,,BEANS,1580
943,2022-03-19,Nakasero,MAIZE,2860
944,2020-12-27,Nakasero,BEANS,1817
945,2022-09-23,Bwaise,MAIZE,1457
946,2020-05-09,Kansanga,Beans,2180
947,2020-11-20,Nakasero,MAIZE,4922
948,2020-05-04,Mukono,BEANS,1690
949,2020-06-08,Mukono,Beans,2921
950,2022-08-24,,MAIZE,4121
951,2021-05-05,Mukono,MAIZE,1457
952,2022-05-11,Bwaise,BEANS,3173
953,2021-08-20,,MAIZE,2776
954,2022-05-19,Kansanga,Maize,3731
955,2021-09-11,,Maize,3457
956,2021-03-13,Nakasero,BEANS,2831
957,2021-04-01,,Maize,4139
958,2021-03-29,Nakasero,MAIZE,3972
959,2022-05-05,,Maize,2984
960,2020-12-09,Mukono,BEANS,3854
961,2020-06-28,,BEANS,1621
962,2020-10-23,,BEANS,-2000
963,2020-11-07,Kansanga,BEANS,520
964,2021-10-17,Kansanga,Maize,2856
965,2021-12-05,Bwaise,Maize,2770
966,2021-09-05,Nakasero,BEANS,2612
967,2021-12-11,Mukono,Beans,643
968,2020-02-29,Bwaise,Beans,1609
969,2021-01-04,Kansanga,Beans,-2000
970,2020-03-19,,MAIZE,2001
971,2020-06-20,,Beans,2966
972,2021-01-06,Mukono,Beans,605
973,2022-03-08,Kansanga,BEANS,1835
974,2020-08-14,Bwaise,Maize,1125
975,2020-01-18,Kansanga,Beans,3470
976,2021-09-03,,Beans,2995
977,2020-08-15,Bwaise,MAIZE,3018
978,2020-03-21,Kansanga,Maize,4467
979,2020-04-20,Mukono,Maize,2572
980,2020-01-11,Mukono,Maize,2182
981,2021-11-17,Nakasero,Maize,2772
982,2020-06-13,,MAIZE,1059
983,2020-01-15,,MAIZE,2808
984,2020-01-05,Mukono,MAIZE,4388
985,2021-03-26,Mukono,MAIZE,3609
986,2021-02-21,Mukono,Beans,1403
987,2021-01-04,Nakasero,Maize,4544
988,2021-09-06,Nakasero,BEANS,3836
989,2020-07-12,Mukono,BEANS,3510
990,2021-05-18,Mukono,BEANS,1196
991,2021-12-12,,Maize,1882
992,2020-12-12,Bwaise,BEANS,3979
993,2021-12-31,,Beans,3778
994,2022-08-30,Kansanga,BEANS,1707
995,2020-09-13,Kansanga,BEANS,1602
996,2022-04-30,Mukono,BEANS,1967
997,2020-06-05,Nakasero,Maize,4759
998,2020-07-25,Nakasero,BEANS,2643
999,2021-07-07,,Maize,758
20,2021-06-27,Mukono,Beans,1416
21,2022-05-01,Nakasero,MAIZE,1145
22,2020-03-11,,MAIZE,4393
23,2021-06-24,,BEANS,4917
24,2021-12-31,Nakasero,BEANS,3559
25,2020-05-03,Bwaise,MAIZE,672
26,2020-08-13,Mukono,Maize,982
27,2022-05-30,Nakasero,Maize,2781
28,2020-05-15,,BEANS,4374
29,2020-04-09,Kansanga,Beans,4325
30,2021-10-31,Mukono,Maize,3279
